price,area,bedrooms,bathrooms,stories,parking,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,furnishingstatus,location
47760000.0,2436.0,3,1.0,3,1,no,no,no,no,no,yes,unfurnished,Mumbai
36576000.0,1993.0,2,1.0,2,1,no,no,yes,yes,no,no,furnished,Mumbai
26247000.0,2743.0,3,2.0,2,1,yes,no,yes,no,no,yes,furnished,Bangalore
41675000.0,3341.0,4,3.0,2,1,no,no,yes,no,yes,no,furnished,Delhi
19859000.0,3509.0,6,5.0,3,1,yes,yes,yes,yes,yes,no,unfurnished,Ahmedabad
16581000.0,1911.0,3,2.0,1,1,yes,no,no,no,no,yes,semi-furnished,Hyderabad
69811000.0,3996.0,6,3.0,2,1,yes,yes,no,no,no,no,semi-furnished,Mumbai
35394000.0,3248.0,5,4.0,1,1,yes,no,no,no,yes,yes,unfurnished,Bangalore
25912000.0,2452.0,5,4.0,2,2,yes,no,no,no,yes,yes,unfurnished,Bangalore
46791000.0,2949.0,5,4.0,3,0,yes,no,no,no,no,no,semi-furnished,Mumbai
30676000.0,3733.0,5,4.0,2,1,yes,no,no,yes,no,no,semi-furnished,Bangalore
49626000.0,5739.0,6,4.0,2,1,yes,no,no,no,no,no,semi-furnished,Bangalore
29197000.0,2868.0,4,3.0,2,0,yes,no,no,yes,no,no,unfurnished,Bangalore
49139000.0,3002.0,4,3.0,2,0,yes,no,yes,no,no,yes,furnished,Mumbai
14970000.0,2165.0,3,1.0,1,1,no,no,no,no,no,no,furnished,Hyderabad
38402000.0,2926.0,4,3.0,1,1,yes,no,yes,no,no,no,furnished,Mumbai
20437000.0,2588.0,4,3.0,2,1,yes,no,yes,no,yes,no,unfurnished,Hyderabad
25947000.0,2416.0,3,2.0,1,2,yes,no,no,no,no,no,furnished,Delhi
12102000.0,1556.0,2,1.0,1,0,yes,yes,yes,no,yes,no,furnished,Ahmedabad
16861000.0,2656.0,3,2.0,3,1,yes,yes,no,no,yes,yes,semi-furnished,Kolkata
13111000.0,1762.0,3,2.0,1,2,yes,no,yes,no,no,no,unfurnished,Hyderabad
31082000.0,1619.0,2,2.0,1,0,yes,no,yes,no,no,no,semi-furnished,Mumbai
12360000.0,2222.0,2,2.0,2,1,yes,no,yes,yes,no,no,semi-furnished,Ahmedabad
42244000.0,2559.0,3,2.0,2,1,yes,no,no,no,yes,no,furnished,Mumbai
26374000.0,2578.0,3,2.0,3,2,yes,yes,yes,no,no,yes,unfurnished,Bangalore
23722000.0,2824.0,5,3.0,2,2,yes,no,yes,no,yes,yes,semi-furnished,Hyderabad
15673000.0,2352.0,3,3.0,1,2,yes,yes,no,no,no,no,furnished,Hyderabad
63364000.0,5565.0,6,3.0,1,1,yes,no,no,no,no,no,semi-furnished,Bangalore
164128000.0,7200.0,4,2.0,1,0,yes,no,no,no,no,no,semi-furnished,Delhi
22870000.0,2594.0,3,2.0,2,2,no,no,no,no,yes,no,unfurnished,Hyderabad
24480000.0,3787.0,5,3.0,2,2,yes,yes,no,no,yes,no,furnished,Hyderabad
19493000.0,1695.0,2,1.0,3,0,yes,yes,yes,no,no,yes,unfurnished,Pune
24444000.0,4314.0,5,3.0,2,1,yes,yes,no,no,yes,no,,Chennai
18359000.0,2164.0,3,2.0,1,0,yes,yes,no,no,no,no,semi-furnished,Pune
26169000.0,1610.0,3,2.0,2,0,yes,no,no,no,yes,yes,unfurnished,Mumbai
42732000.0,4802.0,5,4.0,2,1,yes,no,no,no,no,no,unfurnished,Bangalore
17694000.0,2087.0,2,1.0,1,0,yes,no,no,no,no,yes,unfurnished,Pune
21171000.0,2857.0,4,3.0,2,0,yes,yes,yes,no,yes,no,unfurnished,Chennai
22408000.0,2914.0,4,3.0,1,1,yes,no,yes,no,no,no,semi-furnished,Chennai
18512000.0,2500.0,2,1.0,1,1,yes,no,yes,no,no,no,furnished,Hyderabad
34309000.0,4163.0,5,4.0,2,2,yes,yes,yes,no,yes,no,unfurnished,Pune
27012000.0,4187.0,5,3.0,1,1,yes,no,yes,no,yes,no,furnished,Kolkata
14410000.0,1712.0,1,1.0,3,1,no,yes,yes,no,yes,no,furnished,Chennai
31969000.0,1728.0,3,2.0,2,2,yes,no,no,no,no,yes,unfurnished,Mumbai
21623000.0,2503.0,3,3.0,2,2,yes,no,no,yes,yes,no,semi-furnished,Chennai
24269000.0,1621.0,4,2.0,1,2,yes,no,yes,no,yes,no,unfurnished,Mumbai
18524000.0,2497.0,4,3.0,1,0,yes,yes,yes,no,yes,yes,furnished,Kolkata
21204000.0,3065.0,3,2.0,1,3,yes,no,no,no,yes,no,unfurnished,Chennai
23691000.0,1724.0,2,1.0,1,1,yes,no,no,no,yes,no,semi-furnished,Delhi
47880000.0,2742.0,4,3.0,2,0,yes,no,no,no,yes,no,semi-furnished,Mumbai
55817000.0,3288.0,4,3.0,3,2,yes,yes,no,no,no,no,furnished,Mumbai
17242000.0,2216.0,3,2.0,1,0,yes,no,yes,yes,no,no,semi-furnished,Kolkata
25195000.0,3809.0,5,,2,2,yes,no,no,no,no,no,semi-furnished,Pune
15901000.0,1769.0,3,3.0,4,2,yes,no,no,no,no,no,furnished,Chennai
30870000.0,3335.0,4,2.0,2,0,yes,no,no,no,no,yes,furnished,Pune
23173000.0,2116.0,3,2.0,1,0,yes,no,no,no,yes,yes,unfurnished,Bangalore
25089000.0,4012.0,6,4.0,1,2,yes,no,yes,no,no,no,unfurnished,Ahmedabad
28425000.0,1832.0,2,1.0,2,0,yes,no,no,no,no,no,furnished,Delhi
30768000.0,2797.0,4,1.0,1,2,no,no,no,no,no,no,semi-furnished,Delhi
39044000.0,3643.0,5,4.0,2,0,yes,no,no,no,no,no,semi-furnished,Bangalore
18266000.0,1974.0,2,,1,2,yes,no,no,no,no,no,furnished,Chennai
16602000.0,2572.0,4,3.0,1,1,yes,yes,no,no,no,no,furnished,Ahmedabad
32695000.0,2950.0,3,2.0,2,1,yes,yes,no,no,no,no,furnished,Delhi
26936000.0,2079.0,2,1.0,2,1,yes,yes,yes,no,no,no,semi-furnished,Bangalore
22588000.0,3168.0,4,4.0,1,0,yes,yes,no,no,no,no,furnished,Hyderabad
20520000.0,2116.0,2,1.0,3,1,yes,yes,no,no,yes,no,semi-furnished,Pune
8579000.0,1091.0,1,1.0,1,1,no,no,no,no,no,no,furnished,Chennai
26726000.0,2720.0,3,2.0,3,2,yes,no,no,no,no,no,semi-furnished,Bangalore
24073000.0,1873.0,2,1.0,2,1,yes,no,no,no,no,no,unfurnished,Delhi
41623000.0,3741.0,6,5.0,2,1,yes,no,no,no,no,no,unfurnished,Bangalore
15661000.0,1476.0,1,1.0,2,1,yes,yes,no,no,no,yes,unfurnished,Bangalore
41223000.0,1965.0,2,2.0,3,2,yes,yes,no,no,no,yes,furnished,Mumbai
28103000.0,3517.0,5,3.0,1,2,yes,no,yes,no,yes,yes,semi-furnished,Bangalore
13034000.0,,2,1.0,1,0,yes,no,yes,no,yes,no,unfurnished,Kolkata
35961000.0,3718.0,5,4.0,2,0,yes,yes,no,no,no,no,semi-furnished,Bangalore
20840000.0,3274.0,5,3.0,3,1,yes,no,yes,no,no,no,unfurnished,Kolkata
28858000.0,4149.0,6,4.0,2,1,no,yes,no,no,yes,yes,unfurnished,Hyderabad
18201000.0,1981.0,2,3.0,3,1,yes,yes,yes,no,no,yes,unfurnished,Hyderabad
33781000.0,2996.0,4,2.0,2,1,yes,no,no,no,no,no,semi-furnished,Delhi
21491000.0,2502.0,3,3.0,2,1,yes,yes,no,no,yes,yes,unfurnished,Pune
17526000.0,1812.0,3,2.0,1,0,no,no,no,yes,no,no,semi-furnished,Delhi
21573000.0,3574.0,5,3.0,2,2,yes,no,no,yes,no,no,semi-furnished,Chennai
28307000.0,4147.0,5,4.0,1,1,yes,no,yes,no,no,no,semi-furnished,Chennai
17133000.0,2576.0,4,3.0,3,2,yes,yes,no,no,no,yes,semi-furnished,Ahmedabad
14694000.0,2688.0,4,3.0,2,0,yes,yes,no,no,yes,no,semi-furnished,Ahmedabad
32751000.0,3612.0,5,4.0,1,1,yes,yes,no,no,yes,no,furnished,Pune
27849000.0,2299.0,3,2.0,2,2,yes,no,yes,yes,yes,no,furnished,Delhi
17638000.0,2751.0,3,4.0,1,0,yes,yes,yes,no,yes,no,unfurnished,Kolkata
21275000.0,3634.0,6,4.0,2,2,yes,no,no,no,no,no,unfurnished,Ahmedabad
22816000.0,3137.0,4,2.0,2,1,yes,no,yes,no,yes,no,unfurnished,Ahmedabad
13018000.0,1466.0,2,2.0,2,0,yes,no,yes,no,no,yes,unfurnished,Chennai
19386000.0,2467.0,4,2.0,1,1,yes,no,yes,no,no,no,furnished,Kolkata
50911000.0,3133.0,4,3.0,1,0,yes,no,yes,no,no,no,unfurnished,Mumbai
15965000.0,2518.0,4,3.0,2,0,yes,no,no,no,no,yes,unfurnished,Ahmedabad
11522000.0,1266.0,3,2.0,4,1,yes,no,no,no,no,no,semi-furnished,Pune
23243000.0,3636.0,5,3.0,2,1,yes,no,no,no,no,no,semi-furnished,Hyderabad
14307000.0,1738.0,2,2.0,2,2,yes,no,no,no,no,no,semi-furnished,Ahmedabad
28513000.0,1868.0,2,1.0,1,1,yes,no,yes,no,yes,no,furnished,Mumbai
36127000.0,5127.0,6,4.0,2,2,yes,no,no,no,no,no,semi-furnished,Kolkata
38644000.0,4174.0,5,4.0,3,2,yes,no,no,no,no,yes,unfurnished,Bangalore
28415000.0,2836.0,3,3.0,2,0,no,yes,no,no,no,no,semi-furnished,Bangalore
24703000.0,2946.0,3,2.0,3,1,yes,no,no,no,yes,yes,unfurnished,Pune
19539000.0,2642.0,3,2.0,1,1,yes,no,no,no,yes,yes,semi-furnished,Kolkata
21963000.0,3259.0,5,3.0,3,2,yes,yes,no,yes,no,no,furnished,Kolkata
42020000.0,3424.0,5,3.0,2,2,yes,no,no,yes,no,no,semi-furnished,Delhi
35838000.0,1831.0,3,1.0,2,1,yes,no,no,yes,no,yes,semi-furnished,Mumbai
27235000.0,2309.0,3,2.0,3,0,yes,yes,yes,no,yes,no,furnished,Bangalore
13177000.0,1445.0,2,1.0,1,1,yes,no,no,no,no,no,unfurnished,Pune
8689000.0,1527.0,3,2.0,1,0,yes,no,no,no,no,no,unfurnished,Ahmedabad
13666000.0,2844.0,3,2.0,3,1,yes,no,yes,no,yes,no,furnished,Ahmedabad
52138000.0,4344.0,5,5.0,1,1,yes,no,no,no,yes,no,unfurnished,Delhi
28466000.0,2086.0,3,3.0,3,0,yes,yes,no,no,no,no,unfurnished,Delhi
30801000.0,3346.0,5,4.0,3,0,yes,yes,no,no,yes,no,semi-furnished,Bangalore
30406000.0,4268.0,6,4.0,1,0,no,no,yes,yes,no,yes,unfurnished,Ahmedabad
38699000.0,3080.0,4,2.0,2,0,yes,no,no,no,no,no,unfurnished,Delhi
20355000.0,2547.0,3,3.0,1,1,yes,yes,yes,no,no,no,semi-furnished,Chennai
26020000.0,1585.0,3,3.0,3,0,no,no,no,no,no,no,unfurnished,Mumbai
20614000.0,3378.0,4,3.0,2,1,no,no,no,no,yes,no,furnished,Kolkata
34191000.0,2283.0,3,2.0,1,1,yes,no,yes,no,yes,no,semi-furnished,Delhi
11626000.0,1138.0,1,1.0,2,1,yes,no,no,no,no,no,unfurnished,Delhi
27783000.0,2596.0,3,3.0,2,0,yes,yes,yes,no,yes,no,semi-furnished,Bangalore
17115000.0,2187.0,2,2.0,1,2,yes,yes,no,no,yes,no,semi-furnished,Kolkata
17154000.0,1885.0,3,3.0,1,1,yes,yes,no,no,no,no,furnished,Kolkata
27000000.0,2536.0,3,2.0,1,0,yes,no,no,no,no,no,semi-furnished,Bangalore
29250000.0,4885.0,6,5.0,1,1,yes,no,no,yes,no,no,furnished,Kolkata
33185000.0,2712.0,4,2.0,1,0,no,no,no,no,yes,no,semi-furnished,Delhi
19115000.0,1647.0,2,1.0,1,0,yes,no,no,no,no,no,unfurnished,Delhi
17075000.0,2474.0,3,3.0,3,1,yes,no,yes,no,no,no,furnished,Hyderabad
33939000.0,2012.0,3,3.0,1,2,yes,no,yes,no,yes,no,unfurnished,Mumbai
22976000.0,2507.0,3,2.0,1,2,yes,no,yes,yes,no,no,unfurnished,Bangalore
25555000.0,1859.0,3,2.0,3,1,no,no,no,no,yes,no,furnished,Delhi
15078000.0,2541.0,4,3.0,1,0,yes,no,no,no,yes,yes,unfurnished,Kolkata
23318000.0,2376.0,3,3.0,1,1,yes,no,no,yes,yes,no,furnished,Pune
16162000.0,1732.0,2,3.0,3,0,yes,no,no,no,no,no,unfurnished,Pune
25998000.0,3126.0,4,3.0,1,2,yes,no,no,no,yes,no,unfurnished,Pune
20067000.0,1799.0,3,2.0,1,1,yes,no,no,no,no,no,furnished,Delhi
15329000.0,1660.0,2,1.0,1,2,no,no,no,no,no,no,unfurnished,Bangalore
25957000.0,2938.0,4,3.0,2,1,yes,no,yes,no,no,no,unfurnished,Bangalore
43554000.0,3387.0,4,3.0,3,1,yes,no,yes,no,yes,yes,semi-furnished,Delhi
22575000.0,3389.0,5,3.0,2,1,yes,no,yes,no,no,yes,semi-furnished,Hyderabad
26334000.0,4022.0,5,4.0,1,3,yes,yes,yes,no,no,no,semi-furnished,Ahmedabad
18090000.0,3332.0,4,3.0,1,0,yes,yes,no,no,yes,yes,semi-furnished,Ahmedabad
26051000.0,3421.0,5,4.0,3,2,yes,yes,yes,yes,no,no,furnished,Kolkata
17300000.0,2316.0,4,4.0,2,2,yes,no,yes,yes,no,no,semi-furnished,Kolkata
17714000.0,2103.0,3,2.0,2,2,yes,yes,yes,no,yes,yes,,Hyderabad
22863000.0,1302.0,2,1.0,3,2,yes,no,no,no,no,no,furnished,Mumbai
24539000.0,3084.0,4,3.0,2,1,yes,no,no,no,no,yes,furnished,Chennai
21407000.0,3029.0,4,3.0,3,1,yes,yes,no,yes,yes,yes,semi-furnished,Ahmedabad
12565000.0,1499.0,3,2.0,2,1,yes,no,no,no,yes,no,furnished,Kolkata
18511000.0,1831.0,3,2.0,2,1,yes,no,yes,yes,yes,no,semi-furnished,Pune
42210000.0,3255.0,5,4.0,3,0,no,no,no,yes,no,yes,furnished,Delhi
16081000.0,1822.0,2,2.0,2,3,no,no,yes,no,yes,no,furnished,Chennai
71807000.0,5475.0,6,4.0,2,0,no,no,no,no,no,yes,furnished,Mumbai
30783000.0,3765.0,5,4.0,1,0,yes,no,no,no,no,no,unfurnished,Pune
12166000.0,1291.0,2,1.0,1,0,yes,no,no,no,yes,no,unfurnished,Pune
39791000.0,3406.0,5,3.0,2,0,yes,yes,yes,no,yes,no,unfurnished,Delhi
15686000.0,2320.0,2,2.0,2,1,yes,no,no,no,no,no,furnished,Chennai
19337000.0,2074.0,2,1.0,2,1,yes,no,no,no,no,yes,furnished,Pune
9593000.0,1401.0,3,3.0,1,1,no,no,no,no,yes,no,semi-furnished,Ahmedabad
23067000.0,2993.0,5,3.0,3,2,no,no,yes,no,no,no,semi-furnished,Kolkata
22264000.0,3599.0,5,3.0,1,1,no,no,no,no,no,no,unfurnished,Kolkata
28605000.0,2785.0,4,3.0,1,0,yes,no,no,no,no,no,furnished,Bangalore
21923000.0,2749.0,3,2.0,3,0,yes,no,yes,no,yes,no,unfurnished,Hyderabad
43794000.0,4810.0,6,4.0,2,2,yes,no,no,no,no,yes,furnished,Bangalore
25582000.0,2594.0,4,2.0,2,0,yes,no,no,no,no,yes,furnished,Bangalore
45219000.0,2553.0,4,3.0,1,2,yes,no,yes,yes,yes,no,unfurnished,Mumbai
23220000.0,3311.0,5,4.0,3,1,yes,yes,no,no,no,no,furnished,Kolkata
34849000.0,3026.0,4,3.0,1,2,yes,yes,no,no,no,yes,semi-furnished,Bangalore
70190000.0,3874.0,5,3.0,1,1,yes,no,no,no,no,no,semi-furnished,Mumbai
20325000.0,2278.0,2,1.0,1,0,yes,no,yes,no,yes,yes,unfurnished,Pune
42613000.0,4972.0,6,4.0,1,1,yes,no,yes,yes,no,no,semi-furnished,Chennai
16927000.0,1976.0,3,2.0,3,2,yes,no,yes,no,yes,no,unfurnished,Kolkata
65918000.0,5545.0,6,4.0,2,1,no,no,no,no,no,no,semi-furnished,Delhi
28475000.0,4099.0,5,4.0,2,1,yes,yes,no,no,no,no,semi-furnished,Kolkata
23105000.0,2495.0,3,2.0,2,2,yes,no,yes,no,no,yes,furnished,Chennai
31881000.0,2568.0,3,3.0,1,1,yes,yes,yes,no,no,no,semi-furnished,Delhi
15131000.0,2131.0,2,2.0,3,2,no,no,no,no,no,yes,unfurnished,Kolkata
20943000.0,2396.0,3,2.0,2,0,yes,no,no,no,no,yes,furnished,Hyderabad
53559000.0,2917.0,3,2.0,2,1,yes,no,no,no,no,no,furnished,Mumbai
41816000.0,6202.0,6,4.0,2,0,yes,no,yes,no,yes,no,unfurnished,Ahmedabad
28190000.0,2928.0,4,3.0,1,2,yes,no,no,no,no,no,semi-furnished,Delhi
41551000.0,2448.0,4,4.0,3,2,yes,no,no,no,no,no,furnished,Mumbai
15951000.0,1750.0,2,2.0,1,0,yes,yes,yes,no,no,yes,semi-furnished,Hyderabad
18100000.0,2202.0,3,2.0,1,1,yes,no,no,yes,yes,no,semi-furnished,Chennai
19882000.0,2199.0,3,2.0,2,0,no,no,no,no,no,no,semi-furnished,Chennai
33946000.0,2431.0,3,2.0,2,0,yes,yes,no,no,no,no,furnished,Delhi
33832000.0,5375.0,6,4.0,2,1,yes,no,yes,yes,yes,no,semi-furnished,Ahmedabad
15948000.0,,3,2.0,1,1,yes,no,yes,no,no,no,semi-furnished,Ahmedabad
19984000.0,3112.0,4,2.0,1,3,yes,yes,yes,no,no,yes,semi-furnished,Kolkata
17073000.0,,3,1.0,1,0,yes,yes,no,no,no,no,semi-furnished,Chennai
14066000.0,1453.0,2,1.0,2,2,yes,yes,no,no,no,yes,semi-furnished,Pune
22077000.0,2190.0,3,2.0,2,1,yes,no,no,no,no,no,furnished,Chennai
16859000.0,1605.0,2,1.0,2,0,yes,yes,no,no,yes,yes,unfurnished,Pune
38370000.0,,6,4.0,3,1,yes,no,no,no,yes,no,unfurnished,Bangalore
39506000.0,2097.0,3,2.0,2,0,yes,yes,yes,no,no,yes,unfurnished,Mumbai
24150000.0,,5,3.0,2,0,yes,no,no,no,no,no,furnished,Kolkata
43452000.0,2691.0,5,4.0,3,2,yes,no,no,no,yes,no,semi-furnished,Mumbai
18305000.0,2682.0,4,3.0,1,0,yes,no,yes,no,no,no,semi-furnished,Ahmedabad
17854000.0,1871.0,3,2.0,1,1,yes,no,yes,no,yes,no,furnished,Hyderabad
18486000.0,1462.0,3,2.0,2,0,yes,no,no,no,no,no,semi-furnished,Delhi
16762000.0,1795.0,2,2.0,4,2,yes,no,no,no,yes,no,unfurnished,Pune
24006000.0,2696.0,4,2.0,2,1,yes,no,yes,yes,yes,no,unfurnished,Pune
25859000.0,2228.0,3,2.0,3,1,yes,yes,yes,yes,no,yes,semi-furnished,Delhi
23453000.0,2629.0,4,4.0,2,2,yes,yes,no,no,no,no,semi-furnished,Hyderabad
18316000.0,1969.0,3,3.0,2,1,yes,yes,yes,no,no,yes,semi-furnished,Pune
29576000.0,3257.0,5,4.0,3,1,yes,no,no,no,no,yes,semi-furnished,Chennai
36364000.0,3202.0,5,3.0,2,0,yes,no,no,no,no,no,unfurnished,Bangalore
29926000.0,3605.0,4,3.0,1,3,yes,no,no,yes,no,no,unfurnished,Hyderabad
40892000.0,3707.0,5,4.0,2,2,yes,no,no,no,no,no,furnished,Delhi
38458000.0,2404.0,3,2.0,2,1,yes,no,yes,no,no,no,unfurnished,Mumbai
7332000.0,884.0,1,1.0,3,1,yes,yes,yes,no,yes,no,semi-furnished,Kolkata
19855000.0,1594.0,2,1.0,3,1,yes,no,yes,no,no,no,unfurnished,Bangalore
31851000.0,4185.0,5,3.0,2,1,yes,no,no,no,yes,yes,unfurnished,Pune
41938000.0,3226.0,5,3.0,1,0,yes,no,no,no,no,no,unfurnished,Delhi
11395000.0,1320.0,2,2.0,2,0,yes,yes,yes,no,yes,yes,semi-furnished,Kolkata
30697000.0,2553.0,3,2.0,1,0,yes,no,no,no,no,no,furnished,Delhi
47054000.0,3785.0,5,4.0,1,1,yes,no,no,no,no,no,unfurnished,Mumbai
35579000.0,1911.0,3,2.0,2,3,yes,no,no,no,yes,no,semi-furnished,Mumbai
45841000.0,2831.0,3,2.0,2,2,yes,no,no,no,no,yes,furnished,Mumbai
33428000.0,3121.0,4,2.0,1,1,yes,no,no,no,no,no,semi-furnished,Delhi
17436000.0,3438.0,3,,1,2,no,yes,yes,no,yes,no,semi-furnished,Ahmedabad
26661000.0,2883.0,3,2.0,2,1,yes,yes,yes,no,no,no,furnished,Bangalore
13042000.0,1942.0,4,3.0,3,0,yes,no,yes,no,yes,no,semi-furnished,Ahmedabad
51787000.0,5148.0,6,4.0,2,1,yes,yes,no,no,no,no,unfurnished,Bangalore
20613000.0,2444.0,5,3.0,2,3,yes,no,no,no,no,no,semi-furnished,Pune
13604000.0,1389.0,2,1.0,1,2,yes,no,no,no,no,no,semi-furnished,Chennai
18454000.0,2280.0,3,3.0,1,0,yes,yes,no,no,no,yes,unfurnished,Chennai
47070000.0,2703.0,3,2.0,1,2,no,no,no,no,yes,no,unfurnished,Mumbai
33449000.0,4415.0,5,3.0,2,0,yes,no,yes,no,no,yes,semi-furnished,Hyderabad
13828000.0,1684.0,2,1.0,3,1,yes,no,yes,no,no,yes,furnished,Ahmedabad
20590000.0,2189.0,5,4.0,2,2,yes,no,no,no,no,no,semi-furnished,Bangalore
24910000.0,3156.0,4,4.0,1,0,yes,no,no,no,no,no,unfurnished,Pune
17698000.0,2418.0,4,3.0,2,3,yes,no,yes,no,no,no,semi-furnished,Chennai
39021000.0,5802.0,6,3.0,2,1,no,no,no,no,yes,yes,semi-furnished,Ahmedabad
45875000.0,4216.0,6,3.0,2,1,no,no,yes,no,no,no,semi-furnished,Delhi
11791000.0,967.0,1,1.0,3,1,yes,no,no,no,yes,no,unfurnished,Delhi
29908000.0,2719.0,4,3.0,2,1,yes,no,no,no,yes,yes,unfurnished,Bangalore
36820000.0,3727.0,4,3.0,2,0,yes,no,no,no,no,no,semi-furnished,Delhi
27668000.0,3977.0,5,4.0,3,1,yes,no,no,no,yes,no,semi-furnished,Hyderabad
16153000.0,1887.0,2,2.0,2,0,yes,yes,yes,no,yes,no,furnished,Chennai
23361000.0,2177.0,3,2.0,3,1,yes,yes,yes,no,no,no,unfurnished,Delhi
16359000.0,2330.0,4,3.0,2,0,yes,no,no,no,yes,yes,furnished,Kolkata
12154000.0,1437.0,3,2.0,2,0,yes,no,no,yes,no,no,semi-furnished,Ahmedabad
